airport_id,airport_code,city,state,mean_d_delay,mean_arr_delay,dep_flight_count,arr_flight_count,dep_late_count,arr_late_count,dep_late_perc,arr_late_perc,dep_taxi,arr_taxi
10990,CHO,Charlottesville, VA,9.56,4.37,126,128,48,50,0.381,0.391,16.293650793650794,4.2109375
10155,ACT,Waco, TX,20.81,11.57,21,23,9,11,0.429,0.478,11.952380952380953,3.9130434782608696
12278,ICT,Wichita, KS,4.56,1.96,168,180,51,70,0.304,0.389,13.851190476190476,4.433333333333334
14711,SCE,State College, PA,6.61,0.8,64,79,19,23,0.297,0.291,18.203125,3.949367088607595
11481,ECP,Panama City, FL,8.64,14.6,97,94,35,42,0.361,0.447,12.938144329896907,3.4680851063829787
10158,ACY,Atlantic City, NJ,3.63,4.75,46,51,12,23,0.261,0.451,11.608695652173912,5.098039215686274
15376,TUS,Tucson, AZ,0.13,10.03,297,302,67,132,0.226,0.437,14.632996632996633,4.486754966887418
10620,BIL,Billings, MT,6.28,-3.43,79,89,21,20,0.266,0.225,12.79746835443038,4.134831460674158
10713,BOI,Boise, ID,4.9,1.4,402,383,116,130,0.289,0.339,13.549751243781095,4.1592689295039165
12156,HLN,Helena, MT,3.48,5.08,29,48,9,16,0.31,0.333,16.93103448275862,3.4583333333333335
11648,FCA,Kalispell, MT,-0.16,1.05,76,81,23,22,0.303,0.272,17.05263157894737,4.037037037037037
10967,CGI,Cape Girardeau, MO,43.33,21.42,9,12,4,6,0.444,0.5,20.333333333333332,4.916666666666667
12448,JAN,Jackson/Vicksburg, MS,13.51,5.65,136,125,44,41,0.324,0.328,14.691176470588236,5.504
10781,BTR,Baton Rouge, LA,6.56,2.0,104,123,30,39,0.288,0.317,16.346153846153847,4.178861788617886
11996,GSP,Greer, SC,10.36,8.47,255,271,85,101,0.333,0.373,16.23921568627451,4.033210332103321
10676,BLV,Belleville, IL,9.5,15.33,22,21,10,7,0.455,0.333,11.409090909090908,6.619047619047619
14082,PGD,Punta Gorda, FL,1.8,9.4,88,92,22,32,0.25,0.348,10.931818181818182,6.0
10849,BZN,Bozeman, MT,9.1,0.65,138,118,45,38,0.326,0.322,15.86231884057971,4.694915254237288
14259,PSM,Portsmouth, NH,8.0,11.0,3,6,2,3,0.667,0.5,11.666666666666666,7.0
12451,JAX,Jacksonville, FL,12.24,4.17,503,538,163,200,0.324,0.372,14.001988071570576,5.566914498141264
14489,RDM,Bend/Redmond, OR,7.14,4.03,146,131,51,55,0.349,0.42,14.979452054794521,4.778625954198473
15074,SWO,Stillwater, OK,-3.47,-3.57,17,14,2,4,0.118,0.286,12.117647058823529,4.857142857142857
12191,HOU,Houston, TX,12.23,5.29,909,924,374,359,0.411,0.389,10.887788778877887,5.413419913419913
11540,ELP,El Paso, TX,8.06,4.51,286,283,98,110,0.343,0.389,14.79020979020979,3.9010600706713783
15356,TTN,Trenton, NJ,12.22,3.67,46,43,22,17,0.478,0.395,16.782608695652176,7.441860465116279
15380,TVC,Traverse City, MI,9.02,-2.13,88,82,31,25,0.352,0.305,17.28409090909091,4.719512195121951
16101,YKM,Yakima, WA,6.75,4.23,20,26,7,16,0.35,0.615,6.0,3.6538461538461537
12884,LAN,Lansing, MI,14.25,-2.39,68,56,32,18,0.471,0.321,19.235294117647058,4.214285714285714
11921,GJT,Grand Junction, CO,-0.99,-0.66,77,70,17,18,0.221,0.257,14.844155844155845,3.942857142857143
13367,MLI,Moline, IL,2.32,4.36,107,89,29,30,0.271,0.337,16.560747663551403,6.46067415730337
13486,MSO,Missoula, MT,5.52,5.84,93,87,28,31,0.301,0.356,16.333333333333332,6.103448275862069
13476,MRY,Monterey, CA,5.15,5.52,84,64,20,23,0.238,0.359,14.761904761904763,3.890625
11097,COD,Cody, WY,17.38,17.29,21,7,7,3,0.333,0.429,15.857142857142858,3.5714285714285716
11525,EKO,Elko, NV,31.91,-6.93,11,14,3,4,0.273,0.286,13.909090909090908,4.142857142857143
14321,PWM,Portland, ME,14.59,3.12,250,251,88,87,0.352,0.347,15.304,4.410358565737051
14193,PNS,Pensacola, FL,6.07,4.65,191,204,55,72,0.288,0.353,13.094240837696335,4.490196078431373
10785,BTV,Burlington, VT,6.99,4.74,184,176,54,59,0.293,0.335,17.891304347826086,5.494318181818182
12954,LGB,Long Beach, CA,6.3,9.93,275,272,76,98,0.276,0.36,12.64,4.272058823529412
12244,HVN,New Haven, CT,-4.47,3.18,17,11,5,3,0.294,0.273,15.176470588235293,3.090909090909091
10257,ALB,Albany, NY,6.47,6.07,252,254,77,97,0.306,0.382,15.896825396825397,3.9960629921259843
11982,GRK,Killeen, TX,-3.27,0.93,52,43,15,15,0.288,0.349,17.403846153846153,4.069767441860465
14986,SRQ,Sarasota/Bradenton, FL,11.92,9.82,101,134,41,51,0.406,0.381,13.069306930693068,4.388059701492537
10800,BUR,Burbank, CA,7.84,5.0,446,450,161,172,0.361,0.382,14.753363228699552,3.033333333333333
11699,FLO,Florence, SC,40.06,-0.38,16,16,5,3,0.312,0.188,15.8125,5.4375
11986,GRR,Grand Rapids, MI,8.09,4.27,307,337,109,130,0.355,0.386,17.19543973941368,6.216617210682492
12323,ILM,Wilmington, NC,9.62,6.74,151,136,48,51,0.318,0.375,14.682119205298013,4.492647058823529
10469,AZO,Kalamazoo, MI,9.67,-0.5,70,66,21,21,0.3,0.318,18.742857142857144,3.727272727272727
11203,CWA,Mosinee, WI,2.71,-2.08,59,60,19,19,0.322,0.317,17.93220338983051,3.8333333333333335
14574,ROA,Roanoke, VA,8.87,9.34,114,121,33,52,0.289,0.43,18.07894736842105,5.785123966942149
10434,AVP,Scranton/Wilkes-Barre, PA,6.72,4.16,82,77,21,27,0.256,0.351,14.914634146341463,4.6103896103896105
11612,EVV,Evansville, IN,11.74,2.39,101,93,30,29,0.297,0.312,17.524752475247524,4.67741935483871
15607,VLD,Valdosta, GA,12.39,7.27,18,15,11,6,0.611,0.4,18.22222222222222,4.0
11150,CSG,Columbus, GA,12.18,17.94,22,16,5,7,0.227,0.438,15.545454545454545,5.5625
11337,DLH,Duluth, MN,17.42,15.78,48,58,10,21,0.208,0.362,17.9375,5.327586206896552
15070,SWF,Newburgh/Poughkeepsie, NY,26.74,6.08,43,38,18,11,0.419,0.289,16.232558139534884,5.605263157894737
15412,TYS,Knoxville, TN,6.33,11.45,312,301,102,133,0.327,0.442,15.91025641025641,4.74750830564784
10136,ABI,Abilene, TX,2.65,-0.03,23,36,12,10,0.522,0.278,14.08695652173913,3.638888888888889
12206,HRL,Harlingen/San Benito, TX,4.37,0.56,62,55,19,13,0.306,0.236,13.596774193548388,3.2
11140,CRP,Corpus Christi, TX,3.33,15.31,83,90,22,41,0.265,0.456,13.578313253012048,4.722222222222222
14262,PSP,Palm Springs, CA,3.89,8.96,180,169,46,60,0.256,0.355,14.911111111111111,5.443786982248521
12523,JNU,Juneau, AK,-9.98,-4.64,53,70,10,13,0.189,0.186,12.660377358490566,4.1571428571428575
13264,MFR,Medford, OR,10.48,-0.48,144,130,55,44,0.382,0.338,13.958333333333334,4.7384615384615385
10577,BGM,Binghamton, NY,2.28,-5.62,18,8,6,1,0.333,0.125,15.88888888888889,4.0
14307,PVD,Providence, RI,9.17,6.47,330,285,101,106,0.306,0.372,14.360606060606061,4.385964912280702
10279,AMA,Amarillo, TX,5.3,9.91,101,89,28,33,0.277,0.371,12.386138613861386,4.50561797752809
11603,EUG,Eugene, OR,6.24,0.93,110,148,35,44,0.318,0.297,15.845454545454546,4.945945945945946
13830,OGG,Kahului, HI,1.69,0.04,430,397,147,125,0.342,0.315,10.398601398601398,6.667506297229219
13061,LRD,Laredo, TX,10.55,-0.69,38,39,12,12,0.316,0.308,14.631578947368421,4.461538461538462
11637,FAR,Fargo, ND,7.42,2.73,112,106,32,42,0.286,0.396,19.071428571428573,5.7924528301886795
14783,SGF,Springfield, MO,13.27,4.19,146,180,59,65,0.404,0.361,17.273972602739725,6.4222222222222225
15041,SUN,Sun Valley/Hailey/Ketchum, ID,7.1,-9.42,20,19,5,4,0.25,0.211,13.75,3.210526315789474
