route_key,route_dep_delay,route_arr_delay,route_count,route_var
9E_11433_11057,-2.5,-2.5,2,0.0
9E_11433_11066,7.2105263157894735,6.5,20,-0.7105263157894735
9E_11433_11193,16.06779661016949,10.01639344262295,61,-6.051403167546541
9E_11433_11203,9.0625,4.40625,32,-4.65625
9E_11433_11267,26.285714285714285,20.857142857142858,7,-5.428571428571427
9E_11433_11298,32.92307692307692,25.307692307692307,13,-7.615384615384613
9E_11433_11423,5.781818181818182,3.6785714285714284,56,-2.103246753246754
9E_11433_11537,-5.0,7.0,1,12.0
9E_11433_11612,13.813953488372093,8.136363636363637,44,-5.677589852008456
9E_11433_11618,41.285714285714285,41.6,15,0.3142857142857167
9E_11433_11977,-0.2857142857142857,-0.5714285714285714,7,-0.2857142857142857
9E_11433_11986,5.9375,3.3125,16,-2.625
9E_11433_11995,7.875,2.0625,16,-5.8125
9E_11433_11996,1.8571428571428572,-5.428571428571429,7,-7.2857142857142865
9E_11433_12197,6.9375,0.6875,16,-6.25
9E_11433_12217,11.5,2.0,2,-9.5
9E_11433_12264,20.0,14.0,7,-6.0
9E_11433_12266,13.807692307692308,10.76923076923077,26,-3.0384615384615383
9E_11433_12339,7.709677419354839,3.774193548387097,62,-3.935483870967742
9E_11433_12451,-4.666666666666667,-7.333333333333333,3,-2.666666666666666
9E_11433_12478,8.456140350877194,10.5,58,2.0438596491228065
9E_11433_12884,-4.2,-4.2,5,0.0
9E_11433_12945,-2.4166666666666665,-8.0,12,-5.583333333333334
9E_11433_12992,23.5,24.5,2,1.0
9E_11433_13184,2.793103448275862,1.4137931034482758,29,-1.3793103448275863
9E_11433_13198,-2.0,10.0,2,12.0
9E_11433_13230,31.444444444444443,24.88888888888889,9,-6.555555555555554
9E_11433_13244,1.0625,7.294117647058823,17,6.231617647058823
9E_11433_13296,4.714285714285714,2.5714285714285716,14,-2.142857142857143
9E_11433_13342,-5.5,-14.5,2,-9.0
9E_11433_13485,11.0,9.777777777777779,9,-1.2222222222222214
9E_11433_13495,-4.0,-15.0,1,-11.0
9E_11433_13577,-1.5,-3.5,6,-2.0
9E_11433_13871,5.333333333333333,3.0,3,-2.333333333333333
9E_11433_13930,95.0,118.0,1,23.0
9E_11433_13931,-1.5454545454545454,0.45454545454545453,11,2.0
9E_11433_14100,-4.0,-11.0,1,-7.0
9E_11433_14108,-4.0,7.0,1,11.0
9E_11433_14122,2.9285714285714284,2.107142857142857,28,-0.8214285714285712
9E_11433_14307,-4.142857142857143,-7.857142857142857,7,-3.7142857142857135
9E_11433_14321,38.285714285714285,40.0,7,1.7142857142857153
9E_11433_14492,-12.0,-14.0,1,-2.0
9E_11433_14524,-1.588235294117647,-2.5294117647058822,17,-0.9411764705882353
9E_11433_14576,9.277777777777779,5.052631578947368,19,-4.22514619883041
9E_11433_14683,15.333333333333334,4.833333333333333,12,-10.5
9E_11433_14685,-0.6666666666666666,-3.4444444444444446,9,-2.777777777777778
9E_11433_14696,-7.0,-8.0,1,-1.0
9E_11433_14730,-5.0,-12.0,1,-7.0
9E_11433_15096,20.105263157894736,14.421052631578947,19,-5.684210526315789
9E_11433_15380,-1.0,-6.666666666666667,15,-5.666666666666667
9E_11433_15412,6.0,4.931034482758621,58,-1.068965517241379
9E_11537_10397,0.0,-15.0,1,-15.0
9E_11537_11433,3.0,12.0,2,9.0
9E_11612_10397,21.15909090909091,20.068181818181817,44,-1.0909090909090935
9E_11612_11433,5.615384615384615,3.076923076923077,39,-2.538461538461538
9E_11617_10397,0.9333333333333333,-2.066666666666667,30,-3.0
9E_11618_10721,-5.0,10.0,1,15.0
9E_11618_11193,39.19230769230769,33.80769230769231,26,-5.384615384615387
9E_11618_11433,-6.2,-7.2,5,-1.0
9E_11618_13487,39.4,35.48,25,-3.9200000000000017
9E_11618_14492,22.4,22.9,10,0.5
9E_11624_10397,0.4,6.3,10,5.8999999999999995
9E_11637_10397,178.5,175.5,2,-3.0
9E_11637_13487,1.875,0.25,8,-1.625
9E_11641_10397,10.6,3.676470588235294,34,-6.923529411764706
9E_11648_13487,-8.0,-14.0,1,-6.0
9E_11697_11193,-1.0,31.0,1,32.0
9E_11697_14492,44.0,46.75,4,2.75
9E_11721_10397,27.64516129032258,24.967741935483872,31,-2.677419354838708
9E_11775_13487,-8.0,-5.0,1,3.0
9E_11778_10397,-1.1538461538461537,5.076923076923077,13,6.23076923076923
9E_11823_10397,6.75,0.25,4,-6.5
9E_11898_13487,3.3333333333333335,-1.0,4,-4.333333333333334
9E_11953_10397,10.806451612903226,12.935483870967742,62,2.129032258064516
9E_11973_10397,-2.1515151515151514,-3.515151515151515,33,-1.3636363636363638
9E_11977_10397,-2.857142857142857,0.42857142857142855,7,3.2857142857142856
9E_11977_11433,1.0,3.2857142857142856,7,2.2857142857142856
9E_11977_13487,35.25,36.0,16,0.75
9E_11982_10397,18.0,32.0,1,14.0
9E_11986_11433,-4.375,-7.4375,16,-3.0625
9E_11986_12953,22.61111111111111,22.35,20,-0.2611111111111093
9E_11986_13204,-6.0,-12.0,1,-6.0
9E_11986_13487,4.5,6.9,10,2.4000000000000004
9E_11995_11433,7.083333333333333,6.75,12,-0.33333333333333304
9E_11995_12953,33.86666666666667,32.58064516129032,31,-1.2860215053763469
9E_11996_10397,38.75,33.25,8,-5.5
9E_11996_11433,21.714285714285715,16.857142857142858,7,-4.857142857142858
9E_11996_12953,27.476190476190474,23.0,22,-4.4761904761904745
9E_12007_10397,10.958333333333334,12.333333333333334,24,1.375
9E_12197_10397,12.423728813559322,12.966666666666667,60,0.542937853107345
9E_12197_11433,63.857142857142854,63.285714285714285,7,-0.5714285714285694
9E_12206_13487,20.666666666666668,14.666666666666666,3,-6.000000000000002
9E_12217_10397,-4.666666666666667,-6.166666666666667,6,-1.5
9E_12264_11433,11.4,5.8,5,-5.6000000000000005
9E_12264_12478,14.127659574468085,18.829787234042552,47,4.702127659574467
9E_12264_13487,-4.0,1.5,2,5.5
9E_12266_10397,-5.363636363636363,-3.5833333333333335,12,1.7803030303030298
9E_12266_11193,21.083333333333332,20.692307692307693,13,-0.39102564102563875
9E_12266_11433,16.791666666666668,12.083333333333334,24,-4.708333333333334
9E_12266_13487,8.764705882352942,4.529411764705882,17,-4.23529411764706
9E_12323_10397,5.533333333333333,3.466666666666667,30,-2.0666666666666664
9E_12323_12953,-9.0,9.0,2,18.0
9E_12339_10721,7.0,6.0,2,-1.0
9E_12339_11433,9.310344827586206,7.310344827586207,58,-1.9999999999999991
9E_12339_12478,21.256410256410255,18.35,40,-2.906410256410254
9E_12339_12953,16.25,10.833333333333334,12,-5.416666666666666
9E_12339_13204,-1.0,-11.0,1,-10.0
9E_12339_13487,21.75,25.470588235294116,17,3.720588235294116
9E_12339_14492,26.153846153846153,23.923076923076923,26,-2.23076923076923
9E_12448_10397,10.2,10.8,5,0.6000000000000014
9E_12451_10721,-0.16666666666666666,-9.0,6,-8.833333333333334
9E_12451_11433,-6.833333333333333,-9.0,6,-2.166666666666667
9E_12451_12478,12.909090909090908,8.090909090909092,22,-4.818181818181817
9E_12451_12953,18.47826086956522,13.847826086956522,46,-4.630434782608697
9E_12451_14492,22.0,22.0,1,0.0
9E_12478_10581,37.90909090909091,34.27272727272727,11,-3.636363636363633
9E_12478_10693,15.578947368421053,12.85,20,-2.7289473684210535
9E_12478_10721,35.285714285714285,32.7,70,-2.585714285714282
9E_12478_10785,34.604651162790695,32.58139534883721,43,-2.023255813953483
9E_12478_10792,21.339622641509433,18.71698113207547,53,-2.6226415094339615
9E_12478_10821,25.69811320754717,24.547169811320753,53,-1.1509433962264168
9E_12478_10994,4.75,-8.75,4,-13.5
9E_12478_11042,18.86046511627907,20.209302325581394,43,1.3488372093023244
9E_12478_11057,29.1,33.2,30,4.100000000000001
9E_12478_11193,44.61538461538461,41.23076923076923,13,-3.3846153846153797
9E_12478_11278,25.52173913043478,23.595744680851062,47,-1.925994449583719
9E_12478_11298,11.434782608695652,11.434782608695652,23,0.0
9E_12478_11433,28.651162790697676,27.5,44,-1.1511627906976756
9E_12478_12264,23.29090909090909,23.857142857142858,56,0.5662337662337684
9E_12478_12339,23.045454545454547,18.545454545454547,22,-4.5
9E_12478_12451,27.037037037037038,23.074074074074073,27,-3.9629629629629655
9E_12478_13487,-4.0,-6.0,2,-2.0
9E_12478_13495,16.75,18.5,8,1.75
9E_12478_13930,20.681818181818183,17.09090909090909,44,-3.5909090909090935
9E_12478_13931,18.725,20.25,40,1.5249999999999986
9E_12478_14027,35.333333333333336,31.333333333333332,3,-4.0000000000000036
9E_12478_14100,51.0,21.0,3,-30.0
9E_12478_14122,18.84375,14.0,32,-4.84375
9E_12478_14321,12.911111111111111,8.666666666666666,45,-4.244444444444445
9E_12478_14492,22.017857142857142,25.54237288135593,59,3.5245157384987884
9E_12478_14524,29.114285714285714,24.457142857142856,35,-4.657142857142858
9E_12478_14576,12.709677419354838,12.935483870967742,31,0.2258064516129039
9E_12478_14635,-3.0,1.0,1,4.0
9E_12478_14685,15.235294117647058,18.529411764705884,17,3.294117647058826
9E_12478_15096,19.771428571428572,14.333333333333334,36,-5.438095238095238
9E_12478_15304,26.0,26.0,1,0.0
9E_12884_11433,44.166666666666664,38.166666666666664,6,-6.0
9E_12884_13487,-1.0,-6.333333333333333,3,-5.333333333333333
9E_12945_10397,10.0,10.327868852459016,61,0.32786885245901587
9E_12945_11433,-3.4285714285714284,-2.142857142857143,14,1.2857142857142856
9E_12945_12953,0.07142857142857142,4.142857142857143,14,4.071428571428572
9E_12945_13487,139.0,115.66666666666667,3,-23.33333333333333
9E_12951_10397,11.318181818181818,13.136363636363637,22,1.8181818181818183
9E_12953_10581,31.479166666666668,31.79591836734694,49,0.31675170068027114
9E_12953_10599,61.833333333333336,54.916666666666664,12,-6.916666666666671
9E_12953_10693,91.1875,9.0625,16,-82.125
9E_12953_10785,26.076923076923077,23.384615384615383,39,-2.6923076923076934
9E_12953_10792,22.104166666666668,20.479166666666668,48,-1.625
9E_12953_10868,44.63636363636363,40.18181818181818,11,-4.454545454545453
9E_12953_10980,34.285714285714285,26.571428571428573,7,-7.714285714285712
9E_12953_10990,26.82608695652174,25.347826086956523,23,-1.478260869565215
9E_12953_10994,4.454545454545454,-5.090909090909091,11,-9.545454545454545
9E_12953_11042,37.935483870967744,38.225806451612904,31,0.29032258064516014
9E_12953_11057,21.454545454545453,18.636363636363637,55,-2.8181818181818166
9E_12953_11066,8.285714285714286,8.142857142857142,7,-0.14285714285714413
9E_12953_11193,22.516129032258064,22.0,64,-0.5161290322580641
9E_12953_11267,48.0,18.0,1,-30.0
9E_12953_11278,19.0,12.0,1,-7.0
9E_12953_11423,26.307692307692307,34.30769230769231,13,8.0
9E_12953_11986,24.928571428571427,28.285714285714285,14,3.3571428571428577
9E_12953_11995,28.714285714285715,25.428571428571427,21,-3.2857142857142883
9E_12953_11996,51.44444444444444,45.111111111111114,18,-6.333333333333329
9E_12953_12266,-7.0,6.0,1,13.0
9E_12953_12339,45.0,38.0,9,-7.0
9E_12953_12451,10.975609756097562,14.414634146341463,41,3.439024390243901
9E_12953_12945,21.25,18.6875,16,-2.5625
9E_12953_13198,18.9375,15.4375,64,-3.5
9E_12953_13244,25.85,26.5,20,0.6499999999999986
9E_12953_13296,12.882352941176471,13.421052631578947,19,0.5386996904024759
9E_12953_13342,17.47826086956522,18.208333333333332,24,0.7300724637681135
9E_12953_13485,33.44444444444444,29.38888888888889,18,-4.055555555555554
9E_12953_13495,9.294117647058824,7.235294117647059,17,-2.0588235294117654
9E_12953_13871,4.230769230769231,6.357142857142857,14,2.126373626373626
9E_12953_13931,39.015151515151516,34.984848484848484,66,-4.030303030303031
9E_12953_14122,29.457142857142856,30.228571428571428,35,0.7714285714285722
9E_12953_14321,26.67391304347826,27.76595744680851,47,1.0920444033302488
9E_12953_14492,24.73076923076923,26.943396226415093,53,2.212626995645863
9E_12953_14524,29.458333333333332,31.75,24,2.291666666666668
9E_12953_14576,20.0,24.897435897435898,39,4.897435897435898
9E_12953_14635,14.043478260869565,15.652173913043478,23,1.608695652173914
9E_12953_14685,44.69230769230769,45.61538461538461,26,0.9230769230769198
9E_12953_14730,29.166666666666668,41.666666666666664,6,12.499999999999996
9E_12953_14986,22.75,20.75,4,-2.0
9E_12953_15016,19.818181818181817,18.36842105263158,57,-1.4497607655502378
9E_12953_15096,44.28947368421053,41.5,38,-2.7894736842105274
9E_12953_15380,22.0,25.0,2,3.0
9E_12953_15412,26.46875,28.8125,32,2.34375
9E_12953_15919,4.615384615384615,2.8461538461538463,13,-1.7692307692307687
9E_12992_10397,-2.5,0.5,2,3.0
9E_13029_10397,1.3888888888888888,7.368421052631579,19,5.9795321637426895
9E_13184_11433,-2.8461538461538463,-4.923076923076923,26,-2.076923076923077
9E_13184_13487,-7.0,-13.0,1,-6.0
9E_13198_10721,26.416666666666668,19.0,12,-7.416666666666668
9E_13198_11193,13.9,11.8,20,-2.0999999999999996
9E_13198_11433,-3.0,-3.0,1,0.0
9E_13198_12953,36.82608695652174,36.02127659574468,47,-0.8048103607770614
9E_13198_13487,20.0,13.571428571428571,7,-6.428571428571429
9E_13204_10599,0.0,14.0,1,0.0
9E_13204_14492,-2.0,-4.0,3,-2.0
9E_13204_15016,3.0,-6.0,1,-9.0
9E_13230_10397,3.0,14.5,2,11.5
9E_13230_11433,10.333333333333334,8.166666666666666,12,-2.166666666666668
